Date,Cals ( kcal),Fat( g),Sat( g),Carbs( g),Fiber( g),Sugar( g),Prot( g),Sod( mg),Chol( mg),Potassium( mg)
  Азбука Вкуса Борщ,349,21.2,,17.6,,0,22.8,,,
"   4 x 100г, 400 g"
 Dinner,368,5.7,,49.28,,,28.28,,,
  Шебекинские Макароны Вареные,238,0.7,,49.28,,,7.28,,,
   140 g
  Птица Кубани Куриная Грудка,130,5,,0,,,21,,,
"   100г, 100 g"
 Snacks/Other,583,30.85,,61.48,2.85,18.2,17.43,,,
  Магнит Мандарин,50,0.3,,11.25,2.85,10.5,1.2,,,
"   1 1/2 x 100г, 150 g"
  Миндаль Миндаль,129,11.54,,3.24,,,3.72,,,
   20 g
  Good Food Грецкий Орех,140,12.8,,2.74,,,2.96,,,
   20 g
  Viva Nut Чернослив,69,0.21,,17.25,,,0.69,,,
   30 g
  Премия Курага,70,0,,16.5,,,1.56,,,
   30 g
  ВкусВилл Творог с Наполнителем Инжир-Чернослив Двухслойный,125,6,,10.5,,7.7,7.3,,,
"   100г, 100 g"

"Wednesday, March 3, 2021",1940,94.02,,184.35,,0,66.43,,,
 Breakfast,358,19.83,,33.9,,,12.92,,,
  Янино Творог Фермерский 9%,125,9,,3,,,8,,,
"   100г, 100 g"
  Премия Курага,58,0,,13.75,,,1.3,,,
"   1/4 x 100г, 25 g"
  Viva Nut Чернослив,58,0.18,,14.38,,,0.58,,,
"   1/4 x 100г, 25 g"
  Миндаль Миндаль,97,8.65,,2.43,,,2.79,,,
   15 g
  Латона Сметана 20%,20,2,,0.34,,,0.25,,,
   10 g
 Lunch,1086,64.14,,96.65,,0,29.81,,,
  Магнит Яйцо Варёное ,80,5.8,,0.4,,,6.45,,,
"   1/2 x 100г, 50 g"
  Кронидов Борщ,465,27,,45,,,10.5,,,
"   3 x 100г, 300 g"
  ВкусВилл Лаваш Армянский Тонкий,139,0.6,,27.9,,,4.7,,,
"   1/2 x 100г, 50 g"
  Good Food Грецкий Орех,209,19.2,,4.11,,,4.44,,,
   30 g
  Миндаль Миндаль,129,11.54,,3.24,,,3.72,,,
   20 g
  Медовая Долина Мёд ,64,0,,16,,0,0,,,
   20 g
 Dinner,496,10.05,,53.8,,,23.7,,,
  Шебекинские Макароны Вареные,255,0.75,,52.8,,,7.8,,,
"   1 1/2 x 100г, 150 g"
  Ашан Яичница Глазунья,241,9.3,,1,,,15.9,,,
"   100г, 100 g"
 Snacks/Other,,,,,,,,,,

"Thursday, March 4, 2021",1765,94.06,0.05,221.69,2.4,13,80.48,0.5,,179
 Breakfast,575,20.55,,78.54,,,13.69,,,
  Макси Блины,380,6,,66,,,10,,,
"   2 x 100г, 200 g"
  ВкусВилл Ореховое Пралине ,171,12.3,,12,,,3.3,,,
   30 g
  Сметанин Сметана 15%,24,2.25,,0.54,,,0.39,,,
   15 g
 Lunch,759,52.16,,112.15,,,35.44,,,
  Велес Сало Белорусское,260,28,,0,,,2.4,,,
   40 g
  Алтайская Сказка Гречка Вареная,134,4.29,,82.03,,,16.38,,,
   130 g
  Зеленая Точка Куриный Окорок,115,6.08,,2.72,,,12.4,,,
   80 g
  Табрис Блины,76,3.68,,9.28,,,1.48,,,
   40 g
  Prime Star Маффин с Черникой ,89,3.96,,12.12,,,1.13,,,
   30 g
  ВкусВилл Ореховое Пралине ,85,6.15,,6,,,1.65,,,
   15 g
 Dinner,431,21.35,0.05,31,2.4,13,31.35,0.5,,179
  Чайхона Борщ ,354,21,,12,,,30,,,
"   1 порция, 250 g"
  Магнит Мандарин,33,0.2,,7.5,1.9,7,0.8,,,
"   100г, 100 g"
  Пятерочка Банан,44,0.15,0.05,11.5,0.5,6,0.55,0.5,,179
"   1/2 x 100г, 50 g"
 Snacks/Other,,,,,,,,,,

"Friday, March 5, 2021",2119,88.64,0.05,273.15,0.5,6,108.5,0.5,,179
 Breakfast,811,31.92,0.05,72.47,0.5,6,35.38,0.5,,179
  Epica Йогурт Карамель,154,6.72,,15.12,,,7.98,,,
   140 g
  Пятерочка Банан,44,0.15,0.05,11.5,0.5,6,0.55,0.5,,179
"   1/2 x 100г, 50 g"
  Залесский Фермер Творог 9%,47,2.7,,0.9,,,4.8,,,
   30 g
  Макси Блины,142,2.25,,24.75,,,3.75,,,
"   3/4 x 100г, 75 g"
  Медовая Долина Мёд ,48,0,,12,,0,0,,,
   15 g
  Ашан Яичница Глазунья,241,9.3,,1,,,15.9,,,
"   100г, 100 g"
  Велес Сало Белорусское,97,10.5,,0,,,0.9,,,
   15 g
  Хлебозавод 22 Хлеб Ржаной,38,0.3,,7.2,,,1.5,,,
   20 g
 Lunch,799,35.47,,147.68,,0,46.87,,,
  Зеленая Точка Куриный Окорок,115,6.08,,2.72,,,12.4,,,
   80 g
  Алтайская Сказка Гречка Вареная,134,4.29,,82.03,,,16.38,,,
   130 g
  Ашан Огурец,8,0.05,,1.4,,,0.4,,,
"   1/2 x 100г, 50 g"
  Монастырский Двор Сыр,113,8.64,,0,,0,8.92,,,
   35 g
  Viva Nut Чернослив,69,0.21,,17.25,,,0.69,,,
   30 g
  Премия Курага,47,0,,11,,,1.04,,,
   20 g
  Московский Пекарь Сочник Мини,142,6.2,,16.48,,,4.64,,,
   40 g
  Линдфорс Булочка с Маком,171,10,,16.8,,,2.4,,,
   40 g
 Dinner,509,21.25,,53,,,26.25,,,
  Joly Woo  Курица Свит-Чили,509,21.25,,53,,,26.25,,,
"   2 1/2 x 100г, 250 g"
 Snacks/Other,,,,,,,,,,

"Saturday, March 6, 2021",2196,88.85,1,323.73,1,12,79.36,1,,358
 Breakfast,617,26.3,0.1,70.7,1,12,25.9,1,,358
  Сдобное Изобилие Сочник с Творожной Начинкой,304,12,,40,,,8,,,
   80 g
  Савушкин Продукт Творог Зерненый 9%,164,10.8,,3,,,13.8,,,
   120 g
  Милград Молоко,60,3.2,,4.7,,,3,,,
"   100г, 100 g"
  Пятерочка Банан,89,0.3,0.1,23,1,12,1.1,1,,358
"   100г, 100 g"
 Lunch,659,40.2,,96.84,,,34.58,,,
  Велес Сало Белорусское,162,17.5,,0,,,1.5,,,
"   1/4 x 100г, 25 g"
  Зеленая Точка Куриный Окорок,144,7.6,,3.4,,,15.5,,,
"   100г, 100 g"
  Алтайская Сказка Гречка Вареная,103,3.3,,63.1,,,12.6,,,
"   100г, 100 g"
  Клинский Хлебокомбинат Батон Нарезной,156,1.8,,30,,,4.5,,,
   60 g
  Куряночка Масло Сливочное,94,10,,0.34,,,0.48,,,
   20 g
 Dinner,403,11.4,0.9,63,,,11.7,,,
  Увелка Пшеничная Крупа,306,0.9,0.9,63,,,10.8,,,
   90 g
  Велес Сало Белорусское,97,10.5,,0,,,0.9,,,
   15 g
 Snacks/Other,517,10.95,,93.19,,0,7.18,,,
  Хлебозавод 3 Хлеб Бездрожжевой,175,0.7,,35.7,,,5.6,,,
   70 g
  Куряночка Масло Сливочное,94,10,,0.34,,,0.48,,,
   20 g
  Медовая Долина Мёд ,96,0,,24,,0,0,,,
   30 g
  Termer Финики,152,0.25,,33.15,,,1.1,,,
"   1/2 x 100г, 50 g"

"Sunday, March 7, 2021",1810,97.53,3.9,198.73,1,12,88.74,1,,358
 Breakfast,433,18.8,0.1,50.57,1,12,14.93,1,,358
  Магнит Яйцо Варёное ,160,11.6,,0.8,,,12.9,,,
"   100г, 100 g"
  Ряба Майонез Оливковый,62,6.7,,0.25,,,0.05,,,
   10 g
  Пятерочка Банан,89,0.3,0.1,23,1,12,1.1,1,,358
"   100г, 100 g"
  Termer Финики,122,0.2,,26.52,,,0.88,,,
   40 g
 Lunch,965,66.2,3.8,48.5,,,44.2,,,
  Ironman Протеиновый Батончик,188,3.8,3.8,23,,,16,,,
"   1 батончик, 50 g"
  Burger Heroes Бургер Нобель,777,62.4,,25.5,,,28.2,,,
"   3 x 100г, 300 g"
 Dinner,412,12.53,,99.66,,,29.61,,,
  Зеленая Точка Куриный Окорок,144,7.6,,3.4,,,15.5,,,
"   100г, 100 g"
  Алтайская Сказка Гречка Вареная,103,3.3,,63.1,,,12.6,,,
"   100г, 100 g"
  Бахетле Морковь Корейская,28,1.4,,3.32,,,0.52,,,
   35 g
  Termer Финики,137,0.23,,29.84,,,0.99,,,
   45 g
 Snacks/Other,,,,,,,,,,

"Monday, March 8, 2021",2958,76.6,4.15,494.29,2.38,14.7,126.24,0.5,,179
 Breakfast,529,10.75,0.05,101.6,0.5,10.35,8.02,0.5,,179
  Маркет Перекресток Блины,452,9.75,,84.5,,,6.75,,,
"   2 1/2 x 100г, 250 g"
  Простоквашино Сгущеное Молоко,33,0.85,,5.6,,4.35,0.72,,,
   10 g
  Пятерочка Банан,44,0.15,0.05,11.5,0.5,6,0.55,0.5,,179
"   1/2 x 100г, 50 g"
 Lunch,611,17.95,4.1,115.35,1.88,4.35,50.57,,,
  Алтайская Сказка Гречка Вареная,103,3.3,,63.1,,,12.6,,,
"   100г, 100 g"
  Ашан Куриная Грудка Вареная,137,1.8,,0.5,,,29.8,,,
"   100г, 100 g"
  Бахетле Морковь Корейская,40,2,,4.75,,,0.75,,,
"   1/2 x 100г, 50 g"
  Макси Блины,190,3,,33,,,5,,,
"   100г, 100 g"
  Бабаевский Шоколад Горький,108,7,4.1,8.4,1.88,,1.7,,,
   20 g
  Простоквашино Сгущеное Молоко,33,0.85,,5.6,,4.35,0.72,,,
   10 g
 Dinner,1818,47.9,,277.34,,,67.65,,,
  Магнит Пицца Деревенская ,689,34.2,,62.4,,,33,,,
"   3 x 100г, 300 g"
  Maltagliati Фетучини,959,4.05,,194.94,,,32.4,,,
   270 g
  Starbucks Торт Три Шоколада ,170,9.65,,20,,,2.25,,,
"   1/2 x 100г, 50 g"
 Snacks/Other,,,,,,,,,,

"Tuesday, March 9, 2021",1700,52.76,,216.66,0,26.5,79.81,,,
 Breakfast,538,17.27,,76.54,,15.63,15.98,,,
  Алтайская Сказка Крупа Манная,99,0.3,,20.1,,0.48,3.6,,,
   30 g
  Милград Молоко,150,8,,11.75,,,7.5,,,
"   2 1/2 x 100г, 250 g"
  Ritter Sport Шоколад Молочный с Цельным Фундуком,84,5.7,,7.05,,6.45,1.05,,,
   15 g
  Сметанин Молоко Сгущеное ,64,1.7,,11.2,,8.7,1,,,
   20 g
  Termer Финики,46,0.07,,9.94,,,0.33,,,
   15 g
  Макси Блины,95,1.5,,16.5,,,2.5,,,
"   1/2 x 100г, 50 g"
 Lunch,456,12.85,,57.3,0,4.35,25.42,,,
  Ашан Свинина,158,10,,0,0,0,17,,,
"   100г, 100 g"
  Шебекинские Макароны Вареные,170,0.5,,35.2,,,5.2,,,
"   100г, 100 g"
  Макси Блины,95,1.5,,16.5,,,2.5,,,
"   1/2 x 100г, 50 g"
  Простоквашино Сгущеное Молоко,33,0.85,,5.6,,4.35,0.72,,,
   10 g
 Dinner,529,14.17,,70,0,6.52,27.28,,,
  Шебекинские Макароны Вареные,170,0.5,,35.2,,,5.2,,,
"   100г, 100 g"
  Ашан Свинина,158,10,,0,0,0,17,,,
"   100г, 100 g"
  Простоквашино Сгущеное Молоко,49,1.27,,8.4,,6.52,1.08,,,
   15 g
  Макси Блины,152,2.4,,26.4,,,4,,,
   80 g
 Snacks/Other,177,8.47,,12.82,,0,11.13,,,
  Простоквашино Творожное Зерно в Сливках 7%,131,8.4,,2.88,,0,10.8,,,
   120 g
  Termer Финики,46,0.07,,9.94,,,0.33,,,
   15 g

"Wednesday, March 10, 2021",2170,77.36,0.15,358.32,1.5,26.7,104.94,1.5,,537
 Breakfast,462,20.47,0.05,51,0.5,14.7,19.61,0.5,,179
  Простоквашино Творожное Зерно в Сливках 7%,109,7,,2.4,,0,9,,,
"   100г, 100 g"
  Epica Йогурт Персик-Жасмин,120,4.8,,13.3,,8.7,5.7,,,
"   100г, 100 g"
  Galeri Galet Печенье с Семенами Подсолнечника,189,8.52,,23.8,,,4.36,,,
   40 g
  Пятерочка Банан,44,0.15,0.05,11.5,0.5,6,0.55,0.5,,179
"   1/2 x 100г, 50 g"
 Lunch,908,27.26,,129.4,,,41.54,,,
  Шебекинские Макароны Вареные,170,0.5,,35.2,,,5.2,,,
"   100г, 100 g"
  Быстроном Минтай Жареный,286,8.5,,25.5,,,30.6,,,
   170 g
  Седьмой континент Хурма,53,0,,16.8,,,0.5,,,
"   100г, 100 g"
  Лакомства для Здоровья Шоколад 77%,216,17.96,,12.12,,,3.92,,,
   40 g
  Termer Финики,183,0.3,,39.78,,,1.32,,,
   60 g
 Dinner,462,22.75,,112.39,,,39.86,,,
  Алтайская Сказка Гречка Вареная,154,4.95,,94.65,,,18.9,,,
"   1 1/2 x 100г, 150 g"
  Быстроном Минтай Жареный,168,5,,15,,,18,,,
"   100г, 100 g"
  Good Food Грецкий Орех,140,12.8,,2.74,,,2.96,,,
   20 g
 Snacks/Other,338,6.88,0.1,65.53,1,12,3.93,1,,358
  Good Food Грецкий Орех,70,6.4,,1.37,,,1.48,,,
   10 g
  Termer Финики,91,0.15,,19.89,,,0.66,,,
   30 g
  Пятерочка Банан,89,0.3,0.1,23,1,12,1.1,1,,358
"   100г, 100 g"
  Tropic Mix Изюм,88,0.03,,21.27,,,0.69,,,
   30 g

"Thursday, March 11, 2021",1916,71.02,,274.06,,0,131.44,,,
 Breakfast,391,15.09,,52.7,,,22.49,,,
  Коломенское Молоко Коломенский Творог 2%,103,2,,3.3,,,18,,,
"   100г, 100 g"
  Седьмой континент Хурма,148,0,,47.04,,,1.4,,,
   280 g
  Фундук Фундук,70,6.69,,0.99,,,1.61,,,
   10 g
  Good Food Грецкий Орех,70,6.4,,1.37,,,1.48,,,
   10 g
 Lunch,642,26.22,,129.11,,,44.54,,,
  Алтайская Сказка Гречка Вареная,134,4.29,,82.03,,,16.38,,,
   130 g
  Дальневосточная Птица Грудка Куриная,204,12,,0,,,22.8,,,
   120 g
  Клинский Хлебокомбинат Батон Нарезной,39,0.45,,7.5,,,1.12,,,
   15 g
  Ашан Огурец,15,0.1,,2.8,,,0.8,,,
"   100г, 100 g"
  Ашан Помидор,20,0.2,,4.2,,,0.6,,,
"   100г, 100 g"
  Termer Финики,122,0.2,,26.52,,,0.88,,,
   40 g
  Лакомства для Здоровья Шоколад 77%,108,8.98,,6.06,,,1.96,,,
   20 g
 Dinner,314,5.7,,26.39,,,39.8,,,
  Златиборац Свинина Филей,180,4.2,,0.09,,,35.9,,,
"   100г, 100 g"
  Клинский Хлебокомбинат Батон Нарезной,104,1.2,,20,,,3,,,
   40 g
  Ашан Помидор,30,0.3,,6.3,,,0.9,,,
"   1 1/2 x 100г, 150 g"
 Snacks/Other,569,24.01,,65.86,,0,24.61,,,
  Магнит Яйцо Варёное ,160,11.6,,0.8,,,12.9,,,
"   100г, 100 g"
  Брест Литовск Сыр Финский,62,4.8,,0,,,4.6,,,
   20 g
  Tropic Mix Изюм,29,0.01,,7.09,,,0.23,,,
   10 g
  Фруктовница Апельсин,216,1.2,,48.6,,,5.4,,,
"   6 x 100г, 600 g"
  Good Food Грецкий Орех,70,6.4,,1.37,,,1.48,,,
   10 g
  Медовая Долина Мёд ,32,0,,8,,0,0,,,
   10 g

"Friday, March 12, 2021",1474,48.51,0.05,249.53,1.35,7,99.11,0.5,0,179
 Breakfast,279,7.17,0.05,40,1.35,7,15.8,0.5,,179
  Мистраль Манная Крупа,85,0.22,,18.7,0.85,,2.8,,,
"   1/4 x 100г, 25 g"
"  Parmalat Молоко 0,5%",70,1,,9.4,,1,6,,,
"   2 x 100мл, 200 ml"
  Пятерочка Банан,44,0.15,0.05,11.5,0.5,6,0.55,0.5,,179
"   1/2 x 100г, 50 g"
  Магнит Яйцо Варёное ,80,5.8,,0.4,,,6.45,,,
"   1/2 x 100г, 50 g"
 Lunch,422,14.95,,120.45,0,0,36.3,0,0,0
  Алтайская Сказка Гречка Вареная,154,4.95,,94.65,,,18.9,,,
"   1 1/2 x 100г, 150 g"
  Ашан Свинина,158,10,,0,0,0,17,,,
"   100г, 100 g"
  Авоська Хурма,110,0,,25.8,,,0.4,0,0,0
"   2 x 100г, 200 g"
 Dinner,773,26.39,,89.08,,0,47.01,,,
  Глобус Хек,129,3.3,,0,,,24.9,,,
"   1 1/2 x 100г, 150 g"
  Фитнеслайн Хлебцы Цельнозерновые,43,0.34,,8.56,,,1.51,,,
   15 g
  Азбука Вкуса Борщ,262,15.9,,13.2,,0,17.1,,,
"   3 x 100г, 300 g"
  Окей Виноград Черный ,138,0,,35,,,0.8,,,
"   2 x 100г, 200 g"
  Фруктовая Энергия Финик,87,0.15,,20.7,,,0.75,,,
   30 g
  Tropic Mix Изюм,44,0.01,,10.63,,,0.34,,,
   15 g
  Фундук Фундук,70,6.69,,0.99,,,1.61,,,
   10 g
 Snacks/Other,,,,,,,,,,

"Saturday, March 13, 2021",1895,61.16,1.44,219.13,1.44,16.32,118.32,160,,
 Breakfast,555,29.14,1.44,46.97,1.44,7.52,25.65,160,,
  Брест Литовск Сыр Финский,154,12,,0,,,11.5,,,
"   1/2 x 100г, 50 g"
  Хлебозавод 22 Хлеб Ржаной,114,0.9,,21.6,,,4.5,,,
   60 g
  Куряночка Масло Сливочное,47,5,,0.17,,,0.24,,,
   10 g
  Belvita Печенье Утреннее Мультизлаковое,160,5.44,1.44,24.8,1.44,7.52,2.96,160,,
   36 g
  Магнит Яйцо Варёное ,80,5.8,,0.4,,,6.45,,,
"   1/2 x 100г, 50 g"
 Lunch,477,9.92,,61.3,,8.8,35.62,,,
  Глобус Хек,129,3.3,,0,,,24.9,,,
"   1 1/2 x 100г, 150 g"
  Tropic Mix Изюм,59,0.02,,14.18,,,0.46,,,
   20 g
  Epica Йогурт Персик-Маракуйя ,120,4.8,,13.4,,8.8,5.7,,,
"   100г, 100 g"
  Китайские Новости Белый Рис,169,1.8,,33.72,,,4.56,,,
   60 g
 Dinner,412,15.62,,35.78,,,31.44,,,
  Магнит Грейпфрут ,70,0.2,,14.6,,,1.8,,,
"   2 x 100г, 200 g"
  Глобус Хек,86,2.2,,0,,,16.6,,,
"   100г, 100 g"
"  Рецепты, Проверенные Временем Ржаной Хлеб",69,0.42,,13.96,,,2.13,,,
   35 g
  Куряночка Масло Сливочное,61,6.5,,0.22,,,0.31,,,
   13 g
  Томилинская Форель Слабосоленая,91,6,,0,,,9.2,,,
   40 g
  Ашан Огурец,15,0.1,,2.8,,,0.8,,,
"   100г, 100 g"
  Ашан Помидор,20,0.2,,4.2,,,0.6,,,
"   100г, 100 g"
 Snacks/Other,451,6.48,,75.08,,,25.61,,,
  Карат Творог Зерненый 4%,100,4,,2,,,14,,,
"   100г, 100 g"
  Viva Nut Чернослив,92,0.28,,23,,,0.92,,,
   40 g
  Премия Курага,94,0,,22,,,2.08,,,
   40 g
  Магнит Запеканка Творожная ,67,1.68,,5.68,,,7.04,,,
   40 g
  SPAR Инжир,98,0.52,,22.4,,,1.57,,,
   35 g

"Sunday, March 14, 2021",1922,64.85,0,221.28,,7.05,114.8,,,
 Breakfast,680,22.14,0,60.65,,7.05,57.62,,,
  Карат Творог Зерненый 4%,350,14,,7,,,49,,,
"   3 1/2 x 100г, 350 g"
  Belvita Печенье Мультизлаковое,152,5.1,,23.25,,7.05,2.78,,,
"   3/4 x 1 упаковка (4 печенья), 34 g"
  Фермерское Подворье Творожная Запеканка,78,3.04,,6.4,,,5.84,,,
   40 g
  Агуша Сок Мультифрукт,100,0,0,24,,,0,,,
"   2 x 100мл, 200 ml"
 Lunch,730,21.78,,103.48,,,31.35,,,
  Агро-Альянс Бурый Рис Вареный,187,1.53,,38.76,,,4.42,,,
   170 g
  Глобус Хек,43,1.1,,0,,,8.3,,,
"   1/2 x 100г, 50 g"
  Ашан Огурец,15,0.1,,2.8,,,0.8,,,
"   100г, 100 g"
  Atlanta Финики,45,0.15,,10.78,,,0.4,,,
   15 g
  Томилинская Форель Слабосоленая,45,3,,0,,,4.6,,,
   20 g
  Покровский Хлеб Хлеб Ржаной,55,0.15,,11.15,,,1.98,,,
"   1/4 x 100г, 25 g"
  SPAR Инжир,70,0.38,,16,,,1.12,,,
"   1/4 x 100г, 25 g"
  Viva Nut Чернослив,92,0.28,,23,,,0.92,,,
   40 g
  Фундук Фундук,70,6.69,,0.99,,,1.61,,,
   10 g
  Луговая Свежесть Сыр Фермерский,108,8.4,,0,,,7.2,,,
   30 g
 Dinner,366,20.93,,20.2,,,24.83,,,
  Мегамарт Борщ,246,18,,4,,,18,,,
"   2 x 100г, 200 g"
  Хлебозавод 22 Хлеб Ржаной,86,0.68,,16.2,,,3.38,,,
   45 g
  Томилинская Форель Слабосоленая,34,2.25,,0,,,3.45,,,
   15 g
 Snacks/Other,146,0,,36.95,,,1,,,
  Окей Виноград Черный ,104,0,,26.25,,,0.6,,,
"   1 1/2 x 100г, 150 g"
  Окей Груша Конференс,42,0,,10.7,,,0.4,,,
"   100г, 100 g"

"Monday, March 15, 2021",1773,60.9,1.12,207.46,3.15,34.78,95.56,102.25,,805.5
 Breakfast,524,4.67,0.95,86.68,1.4,10.7,30.66,100.5,,179
  Славмо Творог Обезжиренный,142,0,,4.95,,0,27,,,
"   1 1/2 x 100г, 150 g"
  Пятерочка Банан,44,0.15,0.05,11.5,0.5,6,0.55,0.5,,179
"   1/2 x 100г, 50 g"
  Belvita Печенье Утреннее Мультизлаковое,101,3.4,0.9,15.5,0.9,4.7,1.85,100,,
"   1/2 x 4 печеньки, 22.5 g"
  Сметанин Сметана 15%,8,0.75,,0.18,,,0.13,,,
   5 g
  Агуша Сок Мультифрукт,150,0,0,36,,,0,,,
"   3 x 100мл, 300 ml"
  Viva Nut Чернослив,23,0.07,,5.75,,,0.23,,,
   10 g
  SPAR Инжир,56,0.3,,12.8,,,0.9,,,
   20 g
 Lunch,695,33.81,0.12,72.28,1.25,15,28.57,1.25,,447.5
  Азбука Вкуса Борщ,175,10.6,,8.8,,0,11.4,,,
"   2 x 100г, 200 g"
  Агро-Альянс Бурый Рис Вареный,110,0.9,,22.8,,,2.6,,,
"   100г, 100 g"
  Глобус Хек,43,1.1,,0,,,8.3,,,
"   1/2 x 100г, 50 g"
  Пятерочка Банан,111,0.38,0.12,28.75,1.25,15,1.38,1.25,,447.5
"   1 1/4 x 100г, 125 g"
  Дикси Грецкий Орех,140,12.8,,2.74,,,2.96,,,
   20 g
  Фундук Фундук,84,8.03,,1.19,,,1.93,,,
   12 g
  Медовая Долина Мёд ,32,0,,8,,0,0,,,
   10 g
 Dinner,443,22.08,0.05,37.61,0.5,9.08,22.07,0.5,,179
  4 Сезона Летние Овощи,75,0.45,,11.25,,,5.25,,,
"   1 1/2 x 100г, 150 g"
  Дело Вкуса Яичница из Двух Яиц,180,13.4,,0.8,,,12.8,,,
"   100г, 100 g"
  Good Food Грецкий Орех,70,6.4,,1.37,,,1.48,,,
   10 g
  Пятерочка Банан,44,0.15,0.05,11.5,0.5,6,0.55,0.5,,179
"   1/2 x 100г, 50 g"
  Epica Йогурт Персик-Маракуйя ,42,1.68,,4.69,,3.08,1.99,,,
   35 g
  Медовая Долина Мёд ,32,0,,8,,0,0,,,
   10 g
 Snacks/Other,111,0.34,,10.89,,0,14.26,,,
  Зеленика Инжир ,40,0.34,,8.41,,,0.76,,,
   10 g
  Славмо Творог Обезжиренный,71,0,,2.48,,0,13.5,,,
"   3/4 x 100г, 75 g"

"Tuesday, March 16, 2021",1659,50.56,0.2,275.76,2,24,71.39,2,,716
 Breakfast,458,9.52,0.1,79.35,1,12,12.62,1,,358
  Амка Каша Овсяная,89,2.75,,12.62,,,3.35,,,
"   1/4 x 100г, 25 g"
  Милград Молоко,120,6.4,,9.4,,,6,,,
"   2 x 100г, 200 g"
  Пятерочка Банан,89,0.3,0.1,23,1,12,1.1,1,,358
"   100г, 100 g"
  Натси Инжир Сушеный,137,0,,28.58,,,1.94,,,
   45 g
  Viva Nut Чернослив,23,0.07,,5.75,,,0.23,,,
   10 g
 Lunch,419,21.45,,33.23,,,21.07,,,
  4 Сезона Летние Овощи,75,0.45,,11.25,,,5.25,,,
"   1 1/2 x 100г, 150 g"
  Дело Вкуса Яичница из Двух Яиц,90,6.7,,0.4,,,6.4,,,
"   1/2 x 100г, 50 g"
  Ашан Котлеты Паровые,194,14.1,,9.2,,,7.5,,,
"   100г, 100 g"
  Хлебзавод 28 Хлеб Белый,60,0.2,,12.38,,,1.92,,,
"   1/4 x 100г, 25 g"
 Dinner,538,12.99,,117.25,,,33.41,,,
  Натси Инжир Сушеный,61,0,,12.7,,,0.86,,,
   20 g
  Премия Курага,70,0,,16.5,,,1.56,,,
   30 g
  Viva Nut Чернослив,69,0.21,,17.25,,,0.69,,,
   30 g
  Алтайская Сказка Гречка Вареная,82,2.64,,50.48,,,10.08,,,
   80 g
  Город Сад Паровые Котлеты из Индейки ,171,9.6,,3.92,,,16.8,,,
   80 g
  4 Сезона Летние Овощи,40,0.24,,6,,,2.8,,,
   80 g
  Окей Виноград Черный ,21,0,,5.25,,,0.12,,,
   30 g
  Магнит Киви,24,0.3,,5.15,,,0.5,,,
"   1/2 x 100г, 50 g"
 Snacks/Other,244,6.6,0.1,45.93,1,12,4.29,1,,358
  Магнит Киви,48,0.6,,10.3,,,1,,,
"   100г, 100 g"
  Пятерочка Банан,89,0.3,0.1,23,1,12,1.1,1,,358
"   100г, 100 g"
